,Sample,Label
903,jhu-usc.edu_KIRC.HumanMethylation450.9.lvl-3.TCGA-B8-A54K-01A-11D-A33L-05.gdc_hg38.txt,6
904,jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-06-5415-01A-01D-1481-05.gdc_hg38.txt,1
905,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA74-01A-11D-A392-05.gdc_hg38.txt,0
906,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAE3-01A-11D-A40S-05.gdc_hg38.txt,7
907,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAVY-01A-11D-A40S-05.gdc_hg38.txt,7
908,jhu-usc.edu_KIRP.HumanMethylation450.5.lvl-3.TCGA-A4-8312-01A-11D-2399-05.gdc_hg38.txt,6
909,jhu-usc.edu_LUSC.HumanMethylation450.3.lvl-3.TCGA-22-5482-01A-01D-1633-05.gdc_hg38.txt,3
910,jhu-usc.edu_STAD.HumanMethylation450.11.lvl-3.TCGA-RD-A7C1-01A-11D-A32S-05.gdc_hg38.txt,9
911,jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-W9-A837-01A-11D-A368-05.gdc_hg38.txt,1
912,jhu-usc.edu_PRAD.HumanMethylation450.14.lvl-3.TCGA-KK-A7AQ-01A-11D-A33U-05.gdc_hg38.txt,8
913,jhu-usc.edu_LIHC.HumanMethylation450.17.lvl-3.TCGA-XR-A8TF-01A-11D-A369-05.gdc_hg38.txt,7
914,jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-BG-A18A-01A-21D-A12K-05.gdc_hg38.txt,5
915,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5745-01A-11D-1578-05.gdc_hg38.txt,8
916,jhu-usc.edu_THCA.HumanMethylation450.2.lvl-3.TCGA-EM-A1CU-01A-11D-A13Z-05.gdc_hg38.txt,10
917,jhu-usc.edu_LUAD.HumanMethylation450.15.lvl-3.TCGA-44-A4SU-01A-11D-A24U-05.gdc_hg38.txt,3
918,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5768-11A-01D-1578-05.gdc_hg38.txt,11
919,jhu-usc.edu_UCEC.HumanMethylation450.18.lvl-3.TCGA-EY-A4KR-01A-11D-A27Y-05.gdc_hg38.txt,5
920,jhu-usc.edu_UCEC.HumanMethylation450.3.lvl-3.TCGA-B5-A11U-01A-11D-A123-05.gdc_hg38.txt,5
921,jhu-usc.edu_LUAD.HumanMethylation450.16.lvl-3.TCGA-95-A4VP-01A-21D-A25R-05.gdc_hg38.txt,3
922,jhu-usc.edu_STAD.HumanMethylation450.10.lvl-3.TCGA-D7-A6EY-01A-21D-A31M-05.gdc_hg38.txt,9
923,jhu-usc.edu_BRCA.HumanMethylation450.34.lvl-3.TCGA-C8-A8HP-01A-11D-A36K-05.gdc_hg38.txt,2
924,jhu-usc.edu_UCEC.HumanMethylation450.14.lvl-3.TCGA-AX-A2HA-11A-11D-A18O-05.gdc_hg38.txt,11
925,jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AADC-01A-11D-A40S-05.gdc_hg38.txt,7
926,jhu-usc.edu_LIHC.HumanMethylation450.2.lvl-3.TCGA-DD-A1EJ-01A-11D-A153-05.gdc_hg38.txt,7
927,jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-BH-A1F2-01A-31D-A13K-05.gdc_hg38.txt,2
928,jhu-usc.edu_LGG.HumanMethylation450.14.lvl-3.TCGA-S9-A6U6-01A-12D-A33U-05.gdc_hg38.txt,1
929,jhu-usc.edu_CESC.HumanMethylation450.1.lvl-3.TCGA-C5-A1MF-01A-11D-A13Z-05.gdc_hg38.txt,4
930,jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OS-01A-12D-A223-05.gdc_hg38.txt,0
931,jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-ZP-A9CZ-01A-11D-A383-05.gdc_hg38.txt,7
932,jhu-usc.edu_THCA.HumanMethylation450.7.lvl-3.TCGA-ET-A3BT-01A-11D-A19K-05.gdc_hg38.txt,10
933,jhu-usc.edu_CESC.HumanMethylation450.19.lvl-3.TCGA-ZJ-AAX8-01A-11D-A42P-05.gdc_hg38.txt,4
934,jhu-usc.edu_PRAD.HumanMethylation450.17.lvl-3.TCGA-YL-A8SF-01A-11D-A378-05.gdc_hg38.txt,8
935,jhu-usc.edu_BRCA.HumanMethylation450.35.lvl-3.TCGA-AC-A4ZE-01A-11D-A41Q-05.gdc_hg38.txt,2
936,jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B0-5400-11A-01D-1500-05.gdc_hg38.txt,11
937,jhu-usc.edu_KIRP.HumanMethylation450.9.lvl-3.TCGA-B1-A654-01A-11D-A31Y-05.gdc_hg38.txt,6
938,jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-06-6699-01A-11D-1844-05.gdc_hg38.txt,1
939,jhu-usc.edu_PRAD.HumanMethylation450.14.lvl-3.TCGA-EJ-A7NF-01A-11D-A33U-05.gdc_hg38.txt,8
940,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-4Z-AA7M-01A-11D-A392-05.gdc_hg38.txt,0
941,jhu-usc.edu_LUSC.HumanMethylation450.18.lvl-3.TCGA-LA-A7SW-01A-11D-A408-05.gdc_hg38.txt,3
942,jhu-usc.edu_THCA.HumanMethylation450.9.lvl-3.TCGA-EL-A3GZ-11A-11D-A211-05.gdc_hg38.txt,11
943,jhu-usc.edu_STAD.HumanMethylation450.4.lvl-3.TCGA-BR-7717-01A-11D-2054-05.gdc_hg38.txt,9
944,jhu-usc.edu_THCA.HumanMethylation450.14.lvl-3.TCGA-E8-A434-01A-11D-A23O-05.gdc_hg38.txt,10
945,jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-6408-01A-11D-1706-05.gdc_hg38.txt,1
946,jhu-usc.edu_PRAD.HumanMethylation450.7.lvl-3.TCGA-EJ-A46E-01A-31D-A258-05.gdc_hg38.txt,8
947,jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-DV-5569-01A-01D-1536-05.gdc_hg38.txt,6
948,jhu-usc.edu_LUAD.HumanMethylation450.11.lvl-3.TCGA-95-7562-01A-11D-2239-05.gdc_hg38.txt,3
949,jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5117-01A-01D-1418-05.gdc_hg38.txt,6
950,jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-AR-A1AK-01A-21D-A12R-05.gdc_hg38.txt,2
951,jhu-usc.edu_UCEC.HumanMethylation450.13.lvl-3.TCGA-DF-A2KV-01A-11D-A17Z-05.gdc_hg38.txt,5
952,jhu-usc.edu_CESC.HumanMethylation450.9.lvl-3.TCGA-DR-A0ZL-01A-11D-A10W-05.gdc_hg38.txt,4
953,jhu-usc.edu_LUAD.HumanMethylation450.15.lvl-3.TCGA-97-A4LX-01A-11D-A24U-05.gdc_hg38.txt,3
954,jhu-usc.edu_UCEC.HumanMethylation450.12.lvl-3.TCGA-AX-A2HK-01A-11D-A17F-05.gdc_hg38.txt,5
955,jhu-usc.edu_PRAD.HumanMethylation450.10.lvl-3.TCGA-J4-A67M-01A-11D-A30F-05.gdc_hg38.txt,8
956,jhu-usc.edu_THCA.HumanMethylation450.9.lvl-3.TCGA-DE-A3KN-01A-11D-A211-05.gdc_hg38.txt,10
957,jhu-usc.edu_UCEC.HumanMethylation450.6.lvl-3.TCGA-EY-A1GS-01A-11D-A13K-05.gdc_hg38.txt,5
958,jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20U-11A-11D-A14Z-05.gdc_hg38.txt,11
959,jhu-usc.edu_KIRP.HumanMethylation450.8.lvl-3.TCGA-PJ-A5Z9-01A-11D-A28O-05.gdc_hg38.txt,6
960,jhu-usc.edu_LIHC.HumanMethylation450.2.lvl-3.TCGA-DD-A1EJ-11A-11D-A153-05.gdc_hg38.txt,11
961,jhu-usc.edu_CESC.HumanMethylation450.11.lvl-3.TCGA-EA-A44S-01A-12D-A26S-05.gdc_hg38.txt,4
962,jhu-usc.edu_PRAD.HumanMethylation450.9.lvl-3.TCGA-J9-A52D-01A-11D-A29T-05.gdc_hg38.txt,8
963,jhu-usc.edu_LUAD.HumanMethylation450.10.lvl-3.TCGA-69-7980-01A-11D-2185-05.gdc_hg38.txt,3
964,jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-06-1806-01A-02D-1844-05.gdc_hg38.txt,1
965,jhu-usc.edu_LUAD.HumanMethylation450.5.lvl-3.TCGA-55-6979-01A-11D-1947-05.gdc_hg38.txt,3
966,jhu-usc.edu_UCEC.HumanMethylation450.17.lvl-3.TCGA-BK-A13B-01A-51D-A22B-05.gdc_hg38.txt,5
967,jhu-usc.edu_KIRP.HumanMethylation450.15.lvl-3.TCGA-2Z-A9JP-01A-11D-A42K-05.gdc_hg38.txt,6
968,jhu-usc.edu_THCA.HumanMethylation450.8.lvl-3.TCGA-EL-A3GR-01A-21D-A203-05.gdc_hg38.txt,10
969,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-3.TCGA-A2-A3XX-01A-21D-A23D-05.gdc_hg38.txt,2
970,jhu-usc.edu_LUSC.HumanMethylation450.10.lvl-3.TCGA-68-8250-01A-11D-2294-05.gdc_hg38.txt,3
971,jhu-usc.edu_LUSC.HumanMethylation450.17.lvl-3.TCGA-63-A5MG-01A-12D-A27L-05.gdc_hg38.txt,3
972,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A11D-01A-11D-A132-05.gdc_hg38.txt,7
973,jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20N-11A-11D-A14Z-05.gdc_hg38.txt,11
974,jhu-usc.edu_UCEC.HumanMethylation450.6.lvl-3.TCGA-EY-A1GQ-01A-21D-A13K-05.gdc_hg38.txt,5
975,jhu-usc.edu_LIHC.HumanMethylation450.5.lvl-3.TCGA-EP-A2KC-01A-11D-A20Z-05.gdc_hg38.txt,7
976,jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-86-6562-01A-11D-1756-05.gdc_hg38.txt,3
977,jhu-usc.edu_PRAD.HumanMethylation450.3.lvl-3.TCGA-G9-6329-01A-13D-1963-05.gdc_hg38.txt,8
978,jhu-usc.edu_LGG.HumanMethylation450.8.lvl-3.TCGA-FG-A4MT-01A-11D-A26N-05.gdc_hg38.txt,1
979,jhu-usc.edu_LUAD.HumanMethylation450.16.lvl-3.TCGA-MP-A4T6-01A-32D-A25R-05.gdc_hg38.txt,3
980,jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-BQ-7062-01A-11D-1963-05.gdc_hg38.txt,6
981,jhu-usc.edu_UCEC.HumanMethylation450.4.lvl-3.TCGA-D1-A17U-01A-21D-A12K-05.gdc_hg38.txt,5
982,jhu-usc.edu_LUAD.HumanMethylation450.5.lvl-3.TCGA-55-6981-01A-11D-1947-05.gdc_hg38.txt,3
983,jhu-usc.edu_STAD.HumanMethylation450.16.lvl-3.TCGA-VQ-A91W-01A-11D-A411-05.gdc_hg38.txt,9
984,jhu-usc.edu_KIRP.HumanMethylation450.7.lvl-3.TCGA-HE-A5NI-01A-11D-A26R-05.gdc_hg38.txt,6
985,jhu-usc.edu_CESC.HumanMethylation450.17.lvl-3.TCGA-VS-A8EL-01A-11D-A37Q-05.gdc_hg38.txt,4
986,jhu-usc.edu_THCA.HumanMethylation450.6.lvl-3.TCGA-ET-A2N5-11B-11D-A18G-05.gdc_hg38.txt,11
987,jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5460-11A-01D-1500-05.gdc_hg38.txt,11
988,jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-A2-A0SX-01A-12D-A10P-05.gdc_hg38.txt,2
989,jhu-usc.edu_STAD.HumanMethylation450.16.lvl-3.TCGA-VQ-A8E0-01A-11D-A411-05.gdc_hg38.txt,9
990,jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-KK-A8I6-01A-11D-A365-05.gdc_hg38.txt,8
991,jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5200-01A-01D-1424-05.gdc_hg38.txt,6
992,jhu-usc.edu_LUAD.HumanMethylation450.1.lvl-3.TCGA-44-2665-11A-01D-1551-05.gdc_hg38.txt,11
993,jhu-usc.edu_KIRP.HumanMethylation450.15.lvl-3.TCGA-2Z-A9JE-01A-11D-A42K-05.gdc_hg38.txt,6
994,jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-AK-3460-01A-02D-1275-05.gdc_hg38.txt,6
995,jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-A2-A1G0-01A-11D-A13K-05.gdc_hg38.txt,2
996,jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-ET-A4KN-01A-11D-A258-05.gdc_hg38.txt,10
997,jhu-usc.edu_BRCA.HumanMethylation450.3.lvl-3.TCGA-BH-A0HF-01A-11D-A10P-05.gdc_hg38.txt,2
998,jhu-usc.edu_THCA.HumanMethylation450.14.lvl-3.TCGA-DJ-A3VJ-01A-11D-A23O-05.gdc_hg38.txt,10
999,jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-L6-A4EU-01A-11D-A258-05.gdc_hg38.txt,10
1000,jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-CF-A1HR-01A-11D-A13Z-05.gdc_hg38.txt,0
1001,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-K4-A54R-11A-11D-A26N-05.gdc_hg38.txt,11
1002,jhu-usc.edu_LGG.HumanMethylation450.1.lvl-3.TCGA-CS-5393-01A-01D-1467-05.gdc_hg38.txt,1
1003,jhu-usc.edu_THCA.HumanMethylation450.10.lvl-3.TCGA-EM-A3SY-01A-11D-A231-05.gdc_hg38.txt,10
1004,jhu-usc.edu_BRCA.HumanMethylation450.19.lvl-3.TCGA-AC-A2QH-01B-04D-A22R-05.gdc_hg38.txt,2
1005,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9ST-01A-11D-A42F-05.gdc_hg38.txt,0
1006,jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5173-11A-01D-1424-05.gdc_hg38.txt,11
1007,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9T2-01A-11D-A42F-05.gdc_hg38.txt,0
1008,jhu-usc.edu_LUAD.HumanMethylation450.9.lvl-3.TCGA-62-8402-01A-11D-2324-05.gdc_hg38.txt,3
1009,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5741-01A-11D-1578-05.gdc_hg38.txt,8
1010,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-3.TCGA-A2-A3XV-01A-21D-A23D-05.gdc_hg38.txt,2
1011,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-HU-A4G8-01A-11D-A254-05.gdc_hg38.txt,9
1012,jhu-usc.edu_THCA.HumanMethylation450.17.lvl-3.TCGA-DE-A69K-01A-11D-A398-05.gdc_hg38.txt,10
1013,jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9SY-01A-21D-A42F-05.gdc_hg38.txt,0
1014,jhu-usc.edu_GBM.HumanMethylation450.11.lvl-3.TCGA-06-AABW-11A-31D-A368-05.gdc_hg38.txt,11
1015,jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-AO-A12C-01A-11D-A10N-05.gdc_hg38.txt,2
1016,jhu-usc.edu_LUAD.HumanMethylation450.14.lvl-3.TCGA-44-A47A-01A-21D-A24I-05.gdc_hg38.txt,3
1017,jhu-usc.edu_BRCA.HumanMethylation450.21.lvl-3.TCGA-E2-A3DX-01A-21D-A212-05.gdc_hg38.txt,2
1018,jhu-usc.edu_STAD.HumanMethylation450.10.lvl-3.TCGA-MX-A5UG-01A-21D-A31M-05.gdc_hg38.txt,9
1019,jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-2Y-A9GS-01A-12D-A383-05.gdc_hg38.txt,7
1020,jhu-usc.edu_LGG.HumanMethylation450.7.lvl-3.TCGA-HW-8322-01A-11D-2399-05.gdc_hg38.txt,1
1021,jhu-usc.edu_PRAD.HumanMethylation450.3.lvl-3.TCGA-HC-7080-01A-11D-1963-05.gdc_hg38.txt,8
1022,jhu-usc.edu_UCEC.HumanMethylation450.17.lvl-3.TCGA-AX-A3G8-01A-11D-A22B-05.gdc_hg38.txt,5
1023,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A1EI-11A-11D-A132-05.gdc_hg38.txt,11
1024,jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-ZG-A9L2-01A-31D-A41L-05.gdc_hg38.txt,8
1025,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-BR-A4J5-01A-21D-A254-05.gdc_hg38.txt,9
1026,jhu-usc.edu_PRAD.HumanMethylation450.4.lvl-3.TCGA-EJ-7786-01A-11D-2116-05.gdc_hg38.txt,8
1027,jhu-usc.edu_KICH.HumanMethylation450.1.lvl-3.TCGA-KL-8334-01A-11D-2312-05.gdc_hg38.txt,6
1028,jhu-usc.edu_THCA.HumanMethylation450.13.lvl-3.TCGA-EL-A3T3-11A-11D-A22G-05.gdc_hg38.txt,11
1029,jhu-usc.edu_BRCA.HumanMethylation450.22.lvl-3.TCGA-AC-A2BK-01A-11D-A21R-05.gdc_hg38.txt,2
1030,jhu-usc.edu_LUSC.HumanMethylation450.9.lvl-3.TCGA-85-8070-01A-11D-2245-05.gdc_hg38.txt,3
1031,jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-A9R3-01A-11D-A38H-05.gdc_hg38.txt,0
1032,jhu-usc.edu_LGG.HumanMethylation450.7.lvl-3.TCGA-HT-8558-01A-21D-2399-05.gdc_hg38.txt,1
1033,jhu-usc.edu_BRCA.HumanMethylation450.34.lvl-3.TCGA-AC-A8OP-01A-11D-A36K-05.gdc_hg38.txt,2
1034,jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-KK-A8I5-01A-11D-A365-05.gdc_hg38.txt,8
1035,jhu-usc.edu_BRCA.HumanMethylation450.11.lvl-3.TCGA-E2-A1IK-01A-11D-A145-05.gdc_hg38.txt,2
1036,jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B4-5377-01A-01D-1500-05.gdc_hg38.txt,6
1037,jhu-usc.edu_PRAD.HumanMethylation450.12.lvl-3.TCGA-QU-A6IL-01A-11D-A31M-05.gdc_hg38.txt,8
1038,jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-ZP-A9D2-01A-11D-A383-05.gdc_hg38.txt,7
1039,jhu-usc.edu_KIRC.HumanMethylation450.7.lvl-3.TCGA-B8-A54D-01A-21D-A264-05.gdc_hg38.txt,6
1040,jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-EJ-A7NK-01A-12D-A34V-05.gdc_hg38.txt,8
1041,jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-FD-A43Y-01A-21D-A26N-05.gdc_hg38.txt,0
1042,jhu-usc.edu_BRCA.HumanMethylation450.4.lvl-3.TCGA-A2-A0T4-01A-31D-A10P-05.gdc_hg38.txt,2
1043,jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-BC-4073-01B-02D-A132-05.gdc_hg38.txt,7
1044,jhu-usc.edu_BRCA.HumanMethylation450.25.lvl-3.TCGA-B6-A40B-01A-11D-A23D-05.gdc_hg38.txt,2
1045,jhu-usc.edu_PRAD.HumanMethylation450.5.lvl-3.TCGA-J4-8198-01A-11D-2261-05.gdc_hg38.txt,8
1046,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5772-11A-01D-1578-05.gdc_hg38.txt,11
1047,jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-YC-A89H-01A-11D-A365-05.gdc_hg38.txt,0
1048,jhu-usc.edu_STAD.HumanMethylation450.16.lvl-3.TCGA-VQ-A8PH-01A-12D-A411-05.gdc_hg38.txt,9
1049,jhu-usc.edu_LUAD.HumanMethylation450.13.lvl-3.TCGA-78-8662-01A-11D-2398-05.gdc_hg38.txt,3
1050,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5753-01A-11D-1578-05.gdc_hg38.txt,8
1051,jhu-usc.edu_LUSC.HumanMethylation450.16.lvl-3.TCGA-NC-A5HO-01A-11D-A26N-05.gdc_hg38.txt,3
1052,jhu-usc.edu_LIHC.HumanMethylation450.10.lvl-3.TCGA-K7-A6G5-01A-11D-A30Y-05.gdc_hg38.txt,7
1053,jhu-usc.edu_LUSC.HumanMethylation450.16.lvl-3.TCGA-63-A5MU-01A-11D-A26N-05.gdc_hg38.txt,3
1054,jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9SL-01A-11D-A392-05.gdc_hg38.txt,0
1055,jhu-usc.edu_STAD.HumanMethylation450.9.lvl-3.TCGA-CD-A4MJ-01A-11D-A254-05.gdc_hg38.txt,9
1056,jhu-usc.edu_LUAD.HumanMethylation450.7.lvl-3.TCGA-78-7163-01A-12D-2064-05.gdc_hg38.txt,3
1057,jhu-usc.edu_KIRP.HumanMethylation450.2.lvl-3.TCGA-DZ-6135-11A-01D-1963-05.gdc_hg38.txt,11
1058,jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-5871-01A-12D-1706-05.gdc_hg38.txt,1
1059,jhu-usc.edu_LUSC.HumanMethylation450.9.lvl-3.TCGA-98-8020-01A-11D-2245-05.gdc_hg38.txt,3
1060,jhu-usc.edu_LGG.HumanMethylation450.7.lvl-3.TCGA-HT-7874-01A-11D-2399-05.gdc_hg38.txt,1
1061,jhu-usc.edu_CESC.HumanMethylation450.19.lvl-3.TCGA-VS-A9UP-01A-11D-A42P-05.gdc_hg38.txt,4
1062,jhu-usc.edu_LGG.HumanMethylation450.6.lvl-3.TCGA-HT-7616-01A-11D-2254-05.gdc_hg38.txt,1
1063,jhu-usc.edu_BRCA.HumanMethylation450.35.lvl-3.TCGA-S3-AA15-01A-11D-A41Q-05.gdc_hg38.txt,2
1064,jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5176-01A-01D-1424-05.gdc_hg38.txt,6
1065,jhu-usc.edu_STAD.HumanMethylation450.16.lvl-3.TCGA-VQ-A923-01A-11D-A411-05.gdc_hg38.txt,9
1066,jhu-usc.edu_LUAD.HumanMethylation450.11.lvl-3.TCGA-86-8073-01A-11D-2239-05.gdc_hg38.txt,3
1067,jhu-usc.edu_PRAD.HumanMethylation450.5.lvl-3.TCGA-G9-7521-01A-11D-2261-05.gdc_hg38.txt,8
1068,jhu-usc.edu_PRAD.HumanMethylation450.14.lvl-3.TCGA-EJ-A7NH-01A-12D-A33U-05.gdc_hg38.txt,8
1069,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5751-01A-11D-1578-05.gdc_hg38.txt,8
1070,jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-EJ-5531-01A-01D-1578-05.gdc_hg38.txt,8
1071,jhu-usc.edu_THCA.HumanMethylation450.3.lvl-3.TCGA-FE-A234-01A-11D-A14Z-05.gdc_hg38.txt,10
1072,jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-EM-A4FU-01A-11D-A258-05.gdc_hg38.txt,10
1073,jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-AO-A12E-01A-11D-A10N-05.gdc_hg38.txt,2
1074,jhu-usc.edu_PRAD.HumanMethylation450.7.lvl-3.TCGA-EJ-A46F-01A-31D-A258-05.gdc_hg38.txt,8
1075,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A22H-01A-11D-A161-05.gdc_hg38.txt,2
1076,jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-4865-01A-02D-1500-05.gdc_hg38.txt,6
1077,jhu-usc.edu_CESC.HumanMethylation450.8.lvl-3.TCGA-JX-A3Q8-01A-11D-A21R-05.gdc_hg38.txt,4
1078,jhu-usc.edu_CESC.HumanMethylation450.4.lvl-3.TCGA-EK-A2GZ-01A-11D-A17Z-05.gdc_hg38.txt,4
1079,jhu-usc.edu_THCA.HumanMethylation450.7.lvl-3.TCGA-EL-A3CS-01A-21D-A19K-05.gdc_hg38.txt,10
1080,jhu-usc.edu_UCEC.HumanMethylation450.16.lvl-3.TCGA-DF-A2KY-01A-21D-A212-05.gdc_hg38.txt,5
1081,jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-E9-A1RD-01A-11D-A161-05.gdc_hg38.txt,2
1082,jhu-usc.edu_THCA.HumanMethylation450.14.lvl-3.TCGA-EL-A3ZO-01A-11D-A23O-05.gdc_hg38.txt,10
1083,jhu-usc.edu_UCEC.HumanMethylation450.15.lvl-3.TCGA-B5-A3FD-01A-11D-A19Z-05.gdc_hg38.txt,5
1084,jhu-usc.edu_LUAD.HumanMethylation450.3.lvl-3.TCGA-44-6146-01A-11D-1756-05.gdc_hg38.txt,3
1085,jhu-usc.edu_BLCA.HumanMethylation450.18.lvl-3.TCGA-FD-A6TI-01A-11D-A32C-05.gdc_hg38.txt,0
1086,jhu-usc.edu_UCEC.HumanMethylation450.5.lvl-3.TCGA-AP-A1DP-01A-11D-A138-05.gdc_hg38.txt,5
1087,jhu-usc.edu_LGG.HumanMethylation450.11.lvl-3.TCGA-DB-A64U-01A-11D-A29T-05.gdc_hg38.txt,1
1088,jhu-usc.edu_THCA.HumanMethylation450.9.lvl-3.TCGA-EL-A3N2-11A-11D-A211-05.gdc_hg38.txt,11
1089,jhu-usc.edu_THCA.HumanMethylation450.8.lvl-3.TCGA-EL-A3GQ-01A-11D-A203-05.gdc_hg38.txt,10
1090,jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-BH-A0AU-01A-11D-A12R-05.gdc_hg38.txt,2
1091,jhu-usc.edu_KIRP.HumanMethylation450.15.lvl-3.TCGA-5P-A9JY-01A-11D-A42K-05.gdc_hg38.txt,6
1092,jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-74-6575-01A-11D-1844-05.gdc_hg38.txt,1
1093,jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-06-5412-01A-01D-1697-05.gdc_hg38.txt,1
1094,jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5115-01A-01D-1418-05.gdc_hg38.txt,6
1095,jhu-usc.edu_LUSC.HumanMethylation450.18.lvl-3.TCGA-33-AASB-01A-11D-A408-05.gdc_hg38.txt,3
1096,jhu-usc.edu_THCA.HumanMethylation450.7.lvl-3.TCGA-ET-A3BW-01A-11D-A19K-05.gdc_hg38.txt,10
1097,jhu-usc.edu_BRCA.HumanMethylation450.35.lvl-3.TCGA-3C-AALK-01A-11D-A41Q-05.gdc_hg38.txt,2
1098,jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-RY-A83Z-01A-11D-A368-05.gdc_hg38.txt,1
